CODGEO;CODGEO;LIBGEO;DENS;LIBDENS;PMUN21;P1;P2;P3;P4;P5;P6;P7;Département;Région;NB_F303;NB_F303_NB_SALLES;NB_F305;NB_F307;NB_F311;NB_F312;NB_F313;NB_F314;NB_F315;NB_F315_NB_SALLES;NB_D201;NB_D202;NB_D203;NB_D206;NB_D207;NB_D208;NB_D210;NB_D212;NB_D214;NB_D231;NB_D232;NB_D233;NB_D235;NB_D237;NB_D238;NB_D240;NB_D243
78165;78165;Les Clayes-sous-Bois;1;Grands centres urbains;17237;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Yvelines;Ãle-de-France;1;2;0;2;0;0;0;1;1;1;8;1;1;0;2;3;0;0;0;0;8;1;5;3;0;2;7
78190;78190;Croissy-sur-Seine;1;Grands centres urbains;10399;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Yvelines;Ãle-de-France;0;0;0;1;0;1;0;1;0;0;7;0;1;0;1;2;0;0;0;0;3;9;12;3;1;2;13
78242;78242;Fontenay-le-Fleury;1;Grands centres urbains;13455;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Yvelines;Ãle-de-France;1;1;0;1;0;0;0;0;1;1;7;0;0;0;0;1;1;0;0;3;10;8;7;6;0;1;4
78335;78335;Limay;1;Grands centres urbains;17626;98,7;0,0;0,0;0,3;0,0;1,0;0,0;Yvelines;Ãle-de-France;0;0;1;1;0;0;0;1;0;0;6;0;0;0;1;1;0;0;0;0;10;6;2;3;0;1;0
78372;78372;Marly-le-Roi;1;Grands centres urbains;16531;94,7;0,0;0,0;5,3;0,0;0,0;0,1;Yvelines;Ãle-de-France;1;2;1;1;0;0;0;1;1;1;32;2;3;0;1;1;2;0;1;4;12;17;7;6;0;1;10
78383;78383;Maurepas;1;Grands centres urbains;18611;90,7;0,0;0,0;7,1;0,0;2,2;0,0;Yvelines;Ãle-de-France;0;0;0;1;0;0;0;0;1;1;9;0;1;1;3;2;2;5;2;2;12;15;8;5;0;6;11
78418;78418;Montesson;1;Grands centres urbains;14511;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Yvelines;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;12;2;2;1;0;1;1;1;1;1;13;11;2;6;0;4;12
78481;78481;Le Pecq;1;Grands centres urbains;15832;99,9;0,0;0,0;0,0;0,0;0,1;0,0;Yvelines;Ãle-de-France;0;0;0;3;0;0;0;2;0;0;9;1;0;0;0;0;0;0;0;1;6;9;8;3;0;1;15
78624;78624;Triel-sur-Seine;1;Grands centres urbains;12388;92,2;0,0;0,0;7,6;0,0;0,0;0,2;Yvelines;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;7;1;1;0;0;0;1;0;0;1;9;6;3;3;0;3;4
78642;78642;Verneuil-sur-Seine;1;Grands centres urbains;15914;75,1;0,0;0,0;23,9;0,0;1,0;0,0;Yvelines;Ãle-de-France;1;0;0;1;0;0;0;0;1;1;10;0;1;1;1;1;1;3;2;2;11;16;4;5;2;3;13
78643;78643;Vernouillet;1;Grands centres urbains;10025;77,9;0,0;0,0;19,0;0,0;2,9;0,3;Yvelines;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;9;5;3;1;0;0;4
78650;78650;Le Vésinet;1;Grands centres urbains;15646;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Yvelines;Ãle-de-France;1;1;0;1;0;0;0;1;1;2;15;1;2;0;13;4;2;1;2;2;13;39;11;6;1;2;23
78674;78674;Villepreux;1;Grands centres urbains;11150;98,4;0,0;0,0;0,0;0,0;1,3;0,3;Yvelines;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;8;1;1;1;1;1;0;0;0;3;11;15;5;4;0;0;5
78686;78686;Viroflay;1;Grands centres urbains;16960;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Yvelines;Ãle-de-France;0;0;1;1;0;0;0;0;0;0;11;0;1;0;0;1;0;1;0;2;6;8;4;6;1;5;16
78688;78688;Voisins-le-Bretonneux;1;Grands centres urbains;10721;96,0;0,0;0,0;4,0;0,0;0,0;0,0;Yvelines;Ãle-de-France;0;0;0;1;1;0;0;1;0;0;8;0;0;0;0;1;1;0;2;2;6;12;6;6;0;4;10
79049;79049;Bressuire;5;Bourgs ruraux;19906;0,0;0,0;49,7;0,0;10,3;29,0;11,0;Deux-SÃ¨vres;Nouvelle-Aquitaine;1;0;1;5;0;1;0;2;2;2;15;0;0;1;0;3;0;1;0;4;17;19;3;7;1;2;4
79202;79202;Parthenay;3;Petites villes;10058;0,0;0,0;94,6;0,0;0,0;5,3;0,1;Deux-SÃ¨vres;Nouvelle-Aquitaine;1;2;0;1;0;1;0;1;0;0;9;0;0;0;0;0;0;2;2;5;17;21;3;5;1;1;9
79329;79329;Thouars;3;Petites villes;14000;0,0;0,0;73,5;0,0;4,0;18,2;4,2;Deux-SÃ¨vres;Nouvelle-Aquitaine;1;1;1;4;0;3;0;1;1;1;15;1;0;0;2;1;0;2;1;3;25;13;3;4;1;0;0
81099;81099;Gaillac;2;Centres urbains intermédiaires;15663;0,0;44,4;0,0;36,5;0,0;15,1;4,0;Tarn;Occitanie;1;4;0;1;0;3;0;0;0;0;22;2;1;0;0;3;0;0;0;6;32;22;13;5;2;7;14
81105;81105;Graulhet;3;Petites villes;13166;0,0;0,0;78,8;0,0;0,0;17,5;3,7;Tarn;Occitanie;1;0;0;1;0;0;0;0;1;1;7;0;0;0;1;0;0;1;1;1;19;9;8;2;0;1;3
81140;81140;Lavaur;3;Petites villes;10830;0,0;0,0;82,8;0,0;0,0;10,8;6,4;Tarn;Occitanie;1;1;0;1;1;1;0;0;0;0;12;8;1;2;0;7;2;0;2;3;40;24;8;5;1;4;3
81163;81163;Mazamet;2;Centres urbains intermédiaires;10064;0,0;57,9;0,0;28,3;0,0;9,7;4,2;Tarn;Occitanie;1;2;0;2;0;0;0;0;1;1;12;4;0;0;1;3;0;15;0;2;53;11;1;6;1;0;3
82033;82033;Castelsarrasin;3;Petites villes;14178;0,0;0,0;63,1;0,0;0,0;32,0;4,9;Tarn-et-Garonne;Occitanie;1;1;0;1;0;0;0;0;0;0;6;1;0;0;0;2;0;0;1;2;36;11;3;4;1;0;2
82112;82112;Moissac;3;Petites villes;13748;0,0;0,0;65,3;0,0;0,0;27,5;7,1;Tarn-et-Garonne;Occitanie;1;6;0;1;0;1;0;0;1;1;12;1;0;5;1;2;0;1;0;1;26;19;3;4;0;2;5
83016;83016;Le Beausset;3;Petites villes;10007;0,0;0,0;80,0;0,0;0,0;19,3;0,7;Var;Provence-Alpes-CÃ´te d'Azur;0;0;0;1;0;0;0;0;0;0;11;1;1;0;2;1;2;0;0;1;35;25;6;3;0;0;7
83023;83023;Brignoles;2;Centres urbains intermédiaires;17664;0,0;67,1;0,0;21,2;0,0;9,1;2,6;Var;Provence-Alpes-CÃ´te d'Azur;1;2;0;1;0;2;0;1;0;0;13;2;1;3;1;2;3;3;3;2;58;33;3;5;1;0;7
83042;83042;Cogolin;2;Centres urbains intermédiaires;11762;0,0;60,6;0,0;24,9;9,4;2,7;2,5;Var;Provence-Alpes-CÃ´te d'Azur;1;1;1;1;0;0;0;0;0;0;9;2;1;1;1;1;0;3;1;1;21;23;3;3;0;0;1
83047;83047;La Crau;2;Centres urbains intermédiaires;19179;0,0;54,8;0,0;38,2;0,0;6,3;0,8;Var;Provence-Alpes-CÃ´te d'Azur;0;0;0;0;0;0;0;1;0;0;25;0;0;0;0;1;0;0;0;6;38;48;8;6;0;3;1
83049;83049;Cuers;2;Centres urbains intermédiaires;12550;0,0;56,3;0,0;21,4;0,0;19,5;2,8;Var;Provence-Alpes-CÃ´te d'Azur;0;0;0;0;0;0;0;1;0;0;9;0;0;0;1;2;0;0;1;2;21;19;5;3;0;1;1
83071;83071;La Londe-les-Maures;3;Petites villes;11442;0,0;0,0;72,2;0,0;0,0;24,3;3,5;Var;Provence-Alpes-CÃ´te d'Azur;0;0;0;0;0;0;1;0;0;0;12;0;0;0;0;0;0;0;0;1;50;29;3;4;0;0;0
83073;83073;Le Luc;3;Petites villes;11053;0,0;0,0;66,4;0,0;13,1;17,2;3,3;Var;Provence-Alpes-CÃ´te d'Azur;1;1;0;1;0;0;0;0;0;0;6;0;0;1;0;1;0;0;0;1;18;6;1;1;0;1;2
83090;83090;Ollioules;4;Ceintures urbaines;14011;15,7;39,3;0,0;43,7;0,0;0,8;0,4;Var;Provence-Alpes-CÃ´te d'Azur;0;0;0;1;0;0;0;0;0;0;25;17;3;2;6;2;0;15;2;0;91;59;8;4;0;1;5
83098;83098;Le Pradet;1;Grands centres urbains;10728;77,1;0,0;0,0;18,2;0,0;4,5;0,2;Var;Provence-Alpes-CÃ´te d'Azur;1;0;0;1;0;0;0;0;1;1;15;1;1;0;2;1;1;0;1;3;37;36;6;6;0;0;5
83107;83107;Roquebrune-sur-Argens;5;Bourgs ruraux;14448;0,0;0,0;0,0;0,0;72,7;24,3;3,0;Var;Provence-Alpes-CÃ´te d'Azur;0;0;0;3;0;0;0;1;0;0;14;0;3;0;0;1;0;0;0;2;39;20;7;5;1;0;2
83112;83112;Saint-Cyr-sur-Mer;2;Centres urbains intermédiaires;12103;0,0;45,1;0,0;40,8;0,0;13,6;0,5;Var;Provence-Alpes-CÃ´te d'Azur;1;1;0;1;0;0;0;0;0;0;17;1;2;0;1;3;3;5;2;2;105;50;11;7;0;1;12
83115;83115;Sainte-Maxime;2;Centres urbains intermédiaires;14433;0,0;46,4;0,0;31,1;11,5;9,5;1,5;Var;Provence-Alpes-CÃ´te d'Azur;1;3;0;1;0;0;0;1;0;0;15;1;1;2;1;3;2;2;3;1;31;31;4;8;0;1;6
83116;83116;Saint-Maximin-la-Sainte-Baume;3;Petites villes;17631;0,0;32,6;0,0;58,1;0,0;7,3;2,1;Var;Provence-Alpes-CÃ´te d'Azur;1;1;1;1;0;0;0;0;0;0;17;1;1;0;2;7;1;7;1;4;43;31;10;6;0;2;8
83123;83123;Sanary-sur-Mer;1;Grands centres urbains;17268;67,3;0,0;0,0;28,0;0,0;4,4;0,3;Var;Provence-Alpes-CÃ´te d'Azur;1;1;0;1;0;0;0;1;1;1;21;1;3;0;1;1;2;3;2;3;146;55;7;7;0;2;4
83130;83130;Solliès-Pont;2;Centres urbains intermédiaires;12080;0,0;64,0;0,0;28,4;0,0;7,1;0,5;Var;Provence-Alpes-CÃ´te d'Azur;1;1;0;1;0;0;0;0;0;0;9;2;0;1;1;0;0;11;0;1;34;16;3;4;1;0;1
83148;83148;Vidauban;3;Petites villes;12573;0,0;0,0;75,9;0,0;0,0;21,0;3,1;Var;Provence-Alpes-CÃ´te d'Azur;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;28;12;2;2;0;0;2
84003;84003;Apt;2;Centres urbains intermédiaires;10536;0,0;59,0;0,0;25,7;0,0;10,8;4,5;Vaucluse;Provence-Alpes-CÃ´te d'Azur;1;3;0;1;1;1;0;1;1;1;13;6;0;1;0;2;0;5;2;1;23;16;5;4;3;3;7
84019;84019;Bollène;3;Petites villes;13605;0,0;39,5;0,0;47,7;0,0;9,4;3,4;Vaucluse;Provence-Alpes-CÃ´te d'Azur;1;1;0;1;0;0;0;1;0;0;8;0;1;0;0;0;1;0;1;2;25;13;2;3;2;0;4
84054;84054;L'Isle-sur-la-Sorgue;2;Centres urbains intermédiaires;19965;0,0;47,7;0,0;37,9;0,0;13,2;1,3;Vaucluse;Provence-Alpes-CÃ´te d'Azur;1;1;0;0;1;0;0;1;0;0;18;8;1;2;0;5;0;12;2;2;62;34;10;5;1;1;8
84080;84080;Monteux;2;Centres urbains intermédiaires;13129;0,0;59,1;0,0;22,8;0,0;15,9;2,2;Vaucluse;Provence-Alpes-CÃ´te d'Azur;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;2;19;15;4;3;1;0;4
84088;84088;Pernes-les-Fontaines;3;Petites villes;10636;0,0;0,0;61,3;0,0;0,0;35,2;3,5;Vaucluse;Provence-Alpes-CÃ´te d'Azur;0;0;0;1;0;0;0;0;0;0;11;0;1;0;1;0;1;0;1;2;35;17;4;5;0;0;4
84092;84092;Le Pontet;1;Grands centres urbains;17551;95,5;0,0;0,0;1,2;0,0;3,3;0,0;Vaucluse;Provence-Alpes-CÃ´te d'Azur;1;11;0;1;0;0;0;1;0;0;26;1;0;0;0;1;1;0;0;2;73;22;4;2;1;0;6
84129;84129;Sorgues;2;Centres urbains intermédiaires;19117;0,0;67,5;0,0;27,8;0,1;3,4;1,2;Vaucluse;Provence-Alpes-CÃ´te d'Azur;0;0;0;2;0;0;1;1;0;0;12;2;2;7;1;1;0;15;2;2;30;21;4;2;1;1;11
84141;84141;Vedène;2;Centres urbains intermédiaires;11457;3,6;60,9;0,0;30,0;0,0;5,2;0,3;Vaucluse;Provence-Alpes-CÃ´te d'Azur;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;12;18;2;2;0;0;3
85003;85003;Aizenay;3;Petites villes;10146;0,0;0,0;76,9;0,0;0,0;14,0;9,1;VendÃ©e;Pays de la Loire;1;0;0;1;0;0;0;0;0;0;5;0;0;0;0;6;0;0;0;2;11;11;2;3;0;1;5
85092;85092;Fontenay-le-Comte;3;Petites villes;13471;0,0;0,0;85,9;0,0;0,0;13,6;0,5;VendÃ©e;Pays de la Loire;1;3;0;1;0;1;0;0;2;3;12;2;3;4;1;3;0;10;2;1;17;15;4;7;3;1;4
85109;85109;Les Herbiers;3;Petites villes;16453;0,0;0,0;80,2;0,0;1,2;10,8;7,9;VendÃ©e;Pays de la Loire;1;1;0;1;0;0;0;1;1;1;15;1;1;2;0;10;0;0;9;4;9;17;9;6;4;1;4
85226;85226;Saint-Hilaire-de-Riez;3;Petites villes;12682;0,0;0,0;75,6;0,0;0,0;21,4;3,0;VendÃ©e;Pays de la Loire;0;0;0;1;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;15;15;2;5;0;0;1
86041;86041;Buxerolles;1;Grands centres urbains;10105;67,7;0,0;0,0;30,0;0,0;2,2;0,2;Vienne;Nouvelle-Aquitaine;1;0;0;1;0;0;0;0;0;0;10;0;1;0;0;1;1;0;0;0;12;10;3;3;0;0;7
87114;87114;Panazol;1;Grands centres urbains;11064;78,0;0,0;0,0;7,9;0,0;13,4;0,7;Haute-Vienne;Nouvelle-Aquitaine;0;0;1;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;20;12;1;3;0;1;1
87154;87154;Saint-Junien;3;Petites villes;11387;0,0;0,0;67,4;0,0;0,0;26,6;6,0;Haute-Vienne;Nouvelle-Aquitaine;1;2;0;1;0;0;0;0;1;1;14;0;2;0;1;1;0;37;1;2;21;17;8;4;2;1;2
88413;88413;Saint-Dié-des-Vosges;2;Centres urbains intermédiaires;19319;0,0;60,5;0,0;30,3;0,0;9,0;0,2;Vosges;Grand Est;2;5;0;2;1;1;0;1;1;1;24;3;3;1;1;2;0;2;3;2;34;23;10;7;1;0;4
91021;91021;Arpajon;1;Grands centres urbains;11281;99,3;0,0;0,0;0,7;0,0;0,0;0,0;Essonne;Ãle-de-France;1;5;1;1;0;0;0;0;1;2;10;4;2;1;2;6;1;3;1;1;8;15;5;6;0;2;8
91086;91086;Bondoufle;1;Grands centres urbains;10862;94,1;0,0;0,0;5,9;0,0;0,0;0,0;Essonne;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;1;4;4;2;3;0;0;4
91161;91161;Chilly-Mazarin;1;Grands centres urbains;19938;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Essonne;Ãle-de-France;1;2;1;1;0;0;0;1;0;0;10;1;0;0;2;2;0;4;1;2;18;15;7;4;1;5;8
91200;91200;Dourdan;2;Centres urbains intermédiaires;11279;0,0;87,5;0,0;9,5;0,0;1,4;1,6;Essonne;Ãle-de-France;1;2;1;1;0;1;0;1;1;1;9;2;1;0;1;1;0;0;1;2;17;16;5;5;1;5;7
91215;91215;Épinay-sous-Sénart;1;Grands centres urbains;11869;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Essonne;Ãle-de-France;0;0;0;1;0;1;0;1;1;1;13;0;1;0;0;0;0;0;0;1;21;5;3;2;0;0;3
91216;91216;Épinay-sur-Orge;1;Grands centres urbains;10760;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Essonne;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;5;1;0;0;0;1;0;0;0;0;11;5;2;1;0;0;5
91235;91235;Fleury-Mérogis;1;Grands centres urbains;13983;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Essonne;Ãle-de-France;0;0;1;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0
91312;91312;Igny;1;Grands centres urbains;10213;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Essonne;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;4;0;1;0;0;1;0;0;0;2;8;6;3;2;0;1;3
91326;91326;Juvisy-sur-Orge;1;Grands centres urbains;18424;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Essonne;Ãle-de-France;1;1;1;1;1;0;0;0;3;3;10;2;1;0;1;1;0;0;1;2;17;14;1;6;0;7;10
91386;91386;Mennecy;1;Grands centres urbains;15711;87,7;0,0;0,0;11,2;0,0;0,9;0,2;Essonne;Ãle-de-France;1;0;1;1;0;0;0;0;0;0;5;0;1;0;0;0;1;0;1;0;13;8;3;7;0;2;5
91432;91432;Morangis;1;Grands centres urbains;13211;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Essonne;Ãle-de-France;0;0;0;1;0;0;0;0;1;1;9;0;0;1;0;0;0;0;0;0;8;7;1;2;0;0;2
91471;91471;Orsay;1;Grands centres urbains;16007;93,5;0,0;0,0;6,5;0,0;0,0;0,0;Essonne;Ãle-de-France;1;3;1;3;0;0;0;1;0;0;15;2;2;0;1;4;2;10;1;1;7;8;10;6;2;2;18
91552;91552;Saint-Germain-lès-Arpajon;1;Grands centres urbains;11305;98,8;0,0;0,0;0,0;0,0;1,0;0,2;Essonne;Ãle-de-France;0;0;0;0;0;0;0;0;3;3;1;0;0;0;0;0;3;0;1;0;3;3;0;1;0;0;1
91573;91573;Saint-Pierre-du-Perray;1;Grands centres urbains;11680;88,7;0,0;0,0;10,9;0,0;0,0;0,4;Essonne;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;4;12;9;4;1;0;0;3
91645;91645;Verrières-le-Buisson;1;Grands centres urbains;14597;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Essonne;Ãle-de-France;1;0;1;2;0;0;0;0;0;0;11;1;0;0;0;1;4;0;0;7;14;16;7;4;0;2;11
91661;91661;Villebon-sur-Yvette;1;Grands centres urbains;10322;66,5;0,0;0,0;33,5;0,0;0,0;0,0;Essonne;Ãle-de-France;0;0;1;1;0;0;0;1;0;0;3;0;0;0;0;0;1;0;0;0;5;7;4;4;0;1;8
92022;92022;Chaville;1;Grands centres urbains;19991;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Hauts-de-Seine;Ãle-de-France;1;1;0;1;0;0;0;1;1;1;21;2;1;1;1;2;2;7;1;0;7;15;9;7;1;4;14
92033;92033;Garches;1;Grands centres urbains;17898;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Hauts-de-Seine;Ãle-de-France;1;2;1;1;0;0;0;1;0;0;10;0;1;0;12;4;1;0;1;0;8;18;7;7;1;1;11
92077;92077;Ville-d'Avray;1;Grands centres urbains;10694;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Hauts-de-Seine;Ãle-de-France;1;1;1;1;0;0;0;0;0;0;5;1;0;0;8;1;3;0;2;1;4;8;8;1;0;0;3
93013;93013;Le Bourget;1;Grands centres urbains;14832;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Seine-Saint-Denis;Ãle-de-France;1;1;1;1;0;0;0;1;0;0;12;1;0;0;0;1;0;0;0;1;9;6;0;1;1;0;2
93030;93030;Dugny;1;Grands centres urbains;11328;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Seine-Saint-Denis;Ãle-de-France;0;0;0;1;0;1;0;1;0;0;4;0;0;0;0;0;0;0;0;0;4;2;0;1;0;0;0
93061;93061;Le Pré-Saint-Gervais;1;Grands centres urbains;16865;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Seine-Saint-Denis;Ãle-de-France;0;0;0;1;1;0;0;0;0;0;13;0;0;0;3;0;0;0;0;9;12;8;3;2;0;0;9
93062;93062;Le Raincy;1;Grands centres urbains;14877;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Seine-Saint-Denis;Ãle-de-France;0;0;2;1;0;0;0;0;0;0;21;1;0;1;4;3;4;1;3;2;9;13;5;11;0;4;15
93079;93079;Villetaneuse;1;Grands centres urbains;12663;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Seine-Saint-Denis;Ãle-de-France;0;0;0;2;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;7;1;4;0;0;0;1
94004;94004;Boissy-Saint-Léger;1;Grands centres urbains;17570;99,4;0,0;0,0;0,6;0,0;0,0;0,0;Val-de-Marne;Ãle-de-France;1;1;0;1;0;0;0;0;1;1;11;0;0;0;2;0;0;0;1;1;13;7;0;2;0;4;3
94011;94011;Bonneuil-sur-Marne;1;Grands centres urbains;18750;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Val-de-Marne;Ãle-de-France;1;1;0;1;0;0;0;1;1;1;11;0;1;0;0;1;0;0;1;0;7;9;1;2;0;0;2
94015;94015;Bry-sur-Marne;1;Grands centres urbains;17400;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Val-de-Marne;Ãle-de-France;0;0;1;1;0;1;0;1;0;0;22;3;1;5;1;2;4;33;9;5;4;17;8;5;0;3;9
94019;94019;Chennevières-sur-Marne;1;Grands centres urbains;18367;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Val-de-Marne;Ãle-de-France;1;0;0;1;0;0;0;0;0;0;6;0;0;0;0;0;1;1;0;1;6;9;1;3;1;0;2
94037;94037;Gentilly;1;Grands centres urbains;19048;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Val-de-Marne;Ãle-de-France;0;0;1;2;0;0;0;1;1;1;10;2;1;0;2;1;3;0;1;0;3;4;5;2;0;3;10
94055;94055;Ormesson-sur-Marne;1;Grands centres urbains;10540;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Val-de-Marne;Ãle-de-France;1;1;0;1;0;0;0;0;0;0;9;0;0;0;0;1;0;9;1;0;9;5;3;1;0;0;2
94060;94060;La Queue-en-Brie;1;Grands centres urbains;12081;99,9;0,0;0,0;0,0;0,0;0,0;0,1;Val-de-Marne;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;3;3;0;1;0;1;1
94069;94069;Saint-Maurice;1;Grands centres urbains;14603;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Val-de-Marne;Ãle-de-France;0;0;0;2;0;0;0;1;0;0;8;0;1;0;1;0;2;0;0;2;8;14;3;3;0;1;9
94074;94074;Valenton;1;Grands centres urbains;14482;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Val-de-Marne;Ãle-de-France;0;0;0;1;0;0;0;1;0;0;9;0;0;0;0;0;0;0;0;0;8;13;1;0;0;0;0
94075;94075;Villecresnes;1;Grands centres urbains;11642;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Val-de-Marne;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;7;3;0;0;2;1;0;0;1;1;6;13;2;3;0;0;6
95019;95019;Arnouville;1;Grands centres urbains;14585;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Val-d'Oise;Ãle-de-France;0;0;0;1;0;0;0;0;1;1;12;2;0;1;0;0;1;1;1;1;10;9;1;2;1;0;3
95199;95199;Domont;1;Grands centres urbains;16078;96,9;0,0;0,0;3,1;0,0;0,0;0,0;Val-d'Oise;Ãle-de-France;1;1;0;1;0;0;0;0;0;0;19;3;0;4;1;2;0;8;2;2;21;20;3;6;1;1;6
95210;95210;Enghien-les-Bains;1;Grands centres urbains;11440;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Val-d'Oise;Ãle-de-France;2;6;0;1;2;0;0;0;2;2;19;3;1;1;6;3;1;0;7;3;36;29;9;6;1;1;35
95218;95218;Éragny;1;Grands centres urbains;18468;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Val-d'Oise;Ãle-de-France;0;0;0;1;0;0;0;0;1;1;8;0;0;0;0;0;0;0;1;2;15;8;6;2;0;4;7
95313;95313;L'Isle-Adam;2;Centres urbains intermédiaires;11846;0,0;78,0;0,0;18,8;0,0;3,1;0,1;Val-d'Oise;Ãle-de-France;1;5;0;1;0;1;0;0;0;0;16;6;2;6;3;2;3;10;9;1;18;25;4;9;3;3;11
95323;95323;Jouy-le-Moutier;1;Grands centres urbains;17175;99,2;0,0;0,0;0,9;0,0;0,0;0,0;Val-d'Oise;Ãle-de-France;1;1;0;1;0;0;0;0;1;1;13;0;0;0;1;0;1;2;0;3;10;7;2;1;1;5;5
95351;95351;Louvres;2;Centres urbains intermédiaires;12083;0,0;72,4;0,0;27,5;0,0;0,0;0,1;Val-d'Oise;Ãle-de-France;0;0;0;1;0;1;0;0;1;1;10;0;1;0;0;1;0;3;1;2;7;4;0;2;0;0;3
95394;95394;Méry-sur-Oise;1;Grands centres urbains;10046;84,7;0,0;0,0;13,6;0,0;0,6;1,1;Val-d'Oise;Ãle-de-France;1;1;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;15;2;1;0;0;1
95427;95427;Montmagny;1;Grands centres urbains;14775;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Val-d'Oise;Ãle-de-France;0;0;0;1;0;1;0;0;0;0;10;1;1;0;0;1;0;0;0;0;5;4;2;2;0;0;3
95476;95476;Osny;1;Grands centres urbains;17277;83,6;0,0;0,0;16,4;0,0;0,0;0,0;Val-d'Oise;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;15;3;1;5;6;16;2;16;4;3;16;4;4;4;1;1;9
95487;95487;Persan;2;Centres urbains intermédiaires;13996;0,0;90,1;0,0;9,9;0,0;0,0;0,0;Val-d'Oise;Ãle-de-France;0;0;1;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;9;4;0;1;0;0;1
95539;95539;Saint-Brice-sous-Forêt;1;Grands centres urbains;15209;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Val-d'Oise;Ãle-de-France;0;0;0;2;0;0;0;0;1;1;10;0;0;0;1;2;0;0;0;1;10;11;5;2;0;0;2
95563;95563;Saint-Leu-la-Forêt;1;Grands centres urbains;15979;99,9;0,0;0,0;0,0;0,0;0,1;0,0;Val-d'Oise;Ãle-de-France;0;0;0;1;0;0;0;0;0;0;10;0;1;0;3;2;0;5;2;2;20;15;5;9;0;0;11
95598;95598;Soisy-sous-Montmorency;1;Grands centres urbains;18008;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Val-d'Oise;Ãle-de-France;0;0;0;1;0;0;0;1;0;0;14;0;0;0;1;3;3;0;1;0;19;13;1;6;0;3;14
95637;95637;Vauréal;1;Grands centres urbains;16034;100,0;0,0;0,0;0,0;0,0;0,0;0,0;Val-d'Oise;Ãle-de-France;1;2;0;1;0;0;0;0;0;0;10;0;1;0;0;1;1;0;0;2;10;6;7;4;0;0;6
